customer_id,risk_segment,churn_probability,likely_drivers,recommended_action,retention_priority
0835-JKADZ,low,0.07419999688863754,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
1907-UBQFC,medium,0.6284000277519226,"support_tickets, payments",Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
7508-SMHXL,medium,0.4101000130176544,"support_tickets, payments",Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
3865-YIOTT,low,0.0940999984741211,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
5993-BQHEA,low,0.039400000125169754,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
6024-RUGGH,low,0.0066999997943639755,usage,Monitor monthly and reinforce the strongest positive behavior: usage.,3
6513-EECDB,high,0.855400025844574,"support_tickets, payments",Contact within 48 hours. Primary playbook: Prioritize proactive support outreach and assign a customer success owner.,1
3956-CJUST,low,0.31700000166893005,support_tickets,Monitor monthly and reinforce the strongest positive behavior: support_tickets.,3
4079-WWQQQ,low,0.008299999870359898,usage,Monitor monthly and reinforce the strongest positive behavior: usage.,3
6103-BOCOU,medium,0.4043999910354614,support_tickets,Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
5149-TGWDZ,low,0.33390000462532043,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
7471-WNSUF,low,0.02459999918937683,usage,Monitor monthly and reinforce the strongest positive behavior: usage.,3
8942-DBMHZ,low,0.08799999952316284,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
4301-VVZKA,medium,0.5235999822616577,"support_tickets, payments",Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
9199-PWQVC,low,0.09369999915361404,support_tickets,Monitor monthly and reinforce the strongest positive behavior: support_tickets.,3
4824-GUCBY,low,0.37610000371932983,support_tickets,Monitor monthly and reinforce the strongest positive behavior: support_tickets.,3
5393-HJZSM,low,0.1023000031709671,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
7074-IEVOJ,high,0.788100004196167,"support_tickets, payments",Contact within 48 hours. Primary playbook: Prioritize proactive support outreach and assign a customer success owner.,1
9625-QSTYE,medium,0.5843999981880188,"support_tickets, payments",Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
0862-PRCBS,low,0.16429999470710754,support_tickets,Monitor monthly and reinforce the strongest positive behavior: support_tickets.,3
8812-ZRHFP,low,0.12639999389648438,support_tickets,Monitor monthly and reinforce the strongest positive behavior: support_tickets.,3
5146-CBVOE,low,0.25940001010894775,"support_tickets, payments",Monitor monthly and reinforce the strongest positive behavior: support_tickets.,3
0454-OKRCT,low,0.03779999911785126,support_tickets,Monitor monthly and reinforce the strongest positive behavior: support_tickets.,3
5787-KXGIY,low,0.004000000189989805,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
4750-ZRXIU,high,0.7717999815940857,"support_tickets, payments",Contact within 48 hours. Primary playbook: Prioritize proactive support outreach and assign a customer success owner.,1
4198-VFOEA,low,0.08900000154972076,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
6630-UJZMY,high,0.7551000118255615,"support_tickets, payments",Contact within 48 hours. Primary playbook: Prioritize proactive support outreach and assign a customer success owner.,1
5709-LVOEQ,low,0.042500000447034836,payments,Monitor monthly and reinforce the strongest positive behavior: payments.,3
6400-BWQKW,high,0.7041000127792358,"support_tickets, payments",Contact within 48 hours. Primary playbook: Prioritize proactive support outreach and assign a customer success owner.,1
2692-AQCPF,low,0.21570000052452087,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
0347-UBKUZ,low,0.0835999995470047,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
0835-DUUIQ,low,0.03200000151991844,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
0811-GSDTP,low,0.2460000067949295,"usage, support_tickets, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
7567-ECMCM,medium,0.4034999907016754,support_tickets,Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
6115-ZTBFQ,low,0.00839999970048666,usage,Monitor monthly and reinforce the strongest positive behavior: usage.,3
6353-BRMMA,medium,0.414900004863739,support_tickets,Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
6680-WKXRZ,medium,0.5156000256538391,"support_tickets, payments",Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
6231-WFGFH,low,0.13609999418258667,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
9904-EHEVJ,low,0.3750999867916107,support_tickets,Monitor monthly and reinforce the strongest positive behavior: support_tickets.,3
7028-DVOIQ,medium,0.608299970626831,support_tickets,Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
6169-PPETC,low,0.013700000010430813,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
4208-UFFGW,medium,0.5623000264167786,"usage, support_tickets, payments","Send targeted intervention before renewal risk increases. Suggested playbook: Offer onboarding, usage review, or workflow training to improve product adoption.",2
8584-KMVXD,medium,0.5184000134468079,"support_tickets, payments",Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
8467-WYNSR,low,0.13230000436306,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
0851-DFJKB,low,0.13089999556541443,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
5382-SOYZL,medium,0.6180999875068665,support_tickets,Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
9448-REEVD,medium,0.521399974822998,"usage, support_tickets, payments","Send targeted intervention before renewal risk increases. Suggested playbook: Offer onboarding, usage review, or workflow training to improve product adoption.",2
3261-CQXOL,low,0.009200000204145908,usage,Monitor monthly and reinforce the strongest positive behavior: usage.,3
8388-FYNPZ,low,0.20499999821186066,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
4002-BQWPQ,low,0.11110000312328339,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
5651-YLPRD,medium,0.5011000037193298,support_tickets,Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
2826-DXLQO,low,0.3447999954223633,"usage, support_tickets, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
4378-BZYFP,low,0.038100000470876694,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
9489-UTFKA,low,0.2603999972343445,"usage, support_tickets, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
4849-PYRLQ,low,0.01860000006854534,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
9117-SHLZX,medium,0.6031000018119812,"usage, support_tickets, payments","Send targeted intervention before renewal risk increases. Suggested playbook: Offer onboarding, usage review, or workflow training to improve product adoption.",2
9889-TMAHG,medium,0.6484000086784363,payments,"Send targeted intervention before renewal risk increases. Suggested playbook: Review billing friction, failed payments, discounts, or plan-fit issues.",2
4541-RMRLG,low,0.05000000074505806,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
7764-BDPEE,low,0.1665000021457672,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
3429-IFLEM,low,0.015399999916553497,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
3158-MOERK,high,0.8321999907493591,"support_tickets, payments",Contact within 48 hours. Primary playbook: Prioritize proactive support outreach and assign a customer success owner.,1
7294-TMAOP,high,0.8051999807357788,"support_tickets, payments",Contact within 48 hours. Primary playbook: Prioritize proactive support outreach and assign a customer success owner.,1
5002-GCQFH,low,0.27790001034736633,support_tickets,Monitor monthly and reinforce the strongest positive behavior: support_tickets.,3
0556-FJEGU,low,0.016699999570846558,usage,Monitor monthly and reinforce the strongest positive behavior: usage.,3
8919-FYFQZ,low,0.3122999966144562,"usage, support_tickets, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
0604-THJFP,low,0.03880000114440918,support_tickets,Monitor monthly and reinforce the strongest positive behavior: support_tickets.,3
2834-JRTUA,low,0.10670000314712524,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
5875-YPQFJ,high,0.8385999798774719,"usage, support_tickets, payments","Contact within 48 hours. Primary playbook: Offer onboarding, usage review, or workflow training to improve product adoption.",1
5879-SESNB,medium,0.46639999747276306,"support_tickets, payments",Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
6646-QVXLR,low,0.28029999136924744,support_tickets,Monitor monthly and reinforce the strongest positive behavior: support_tickets.,3
6461-PPAXN,low,0.07119999825954437,usage,Monitor monthly and reinforce the strongest positive behavior: usage.,3
3318-ISQFQ,low,0.07429999858140945,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
1106-HRLKZ,low,0.012199999764561653,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
2483-XSSMZ,low,0.13289999961853027,"usage, support_tickets",Monitor monthly and reinforce the strongest positive behavior: usage.,3
8603-IJWDN,high,0.862500011920929,"support_tickets, payments",Contact within 48 hours. Primary playbook: Prioritize proactive support outreach and assign a customer success owner.,1
